Papel,Cotação,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. Líq.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. Líq,Dív.Brut/ Patrim.,Cresc. Rec.5a,TickerYahoo
BEMA3,10.8,15.32,1.22,1.293,"0,00%",0.808,3.18,14.34,11.45,14.43,8.11,"9,01%","8,44%",2.66,"6,96%","7,95%",0.0,457342000.0,0.19,"10,58%",BEMA3.SA
IGTA3,33.13,15.4,1.51,5.337,"0,00%",0.894,4.3,10.14,-6.71,11.65,11.65,"52,64%","34,67%",4.11,"11,33%","9,81%",0.0,3828610000.0,0.59,"12,04%",IGTA3.SA
ILMD3,29.0,15.73,2.63,0.683,"0,00%",1.395,5.7,14.13,7.53,13.13,13.13,"4,84%","4,92%",1.6,"12,52%","16,69%",0.0,658715000.0,0.02,"0,65%",ILMD3.SA
ASAI3,9.63,15.77,2.42,0.173,"1,11%",0.291,16.08,2.37,-0.55,4.54,3.48,"7,31%","1,10%",1.05,"19,03%","15,34%",137907000.0,5385000000.0,3.03,"23,61%",ASAI3.SA
CRTP5,62.1,15.98,1.71,1.748,"0,00%",1.127,3.98,14.09,5.88,12.48,12.48,"12,40%","10,94%",2.14,"12,36%","10,68%",0.0,1210570000.0,0.12,"10,11%",CRTP5.SA
BAUH4,82.48,16.1,3.3,1.681,"1,50%",2.268,9.61,21.78,10.3,19.52,15.29,"7,72%","10,44%",1.79,"17,91%","20,51%",17288.9,130425000.0,0.0,"9,10%",BAUH4.SA
ILMD4,30.0,16.28,2.72,0.707,"0,00%",1.443,5.89,14.62,7.79,13.62,13.62,"4,84%","4,92%",1.6,"12,52%","16,69%",0.0,658715000.0,0.02,"0,65%",ILMD4.SA
DURA4,31.39,16.35,2.22,2.182,"0,00%",1.224,17.24,10.12,-10.49,11.47,11.47,"21,56%","13,39%",1.27,"14,38%","13,59%",0.0,1789980000.0,0.52,"10,94%",DURA4.SA
DURA3,31.9,16.62,2.26,2.218,"0,00%",1.244,17.52,10.29,-10.66,11.64,11.64,"21,56%","13,39%",1.27,"14,38%","13,59%",0.0,1789980000.0,0.52,"10,94%",DURA3.SA
LIPR3,36.01,16.64,1.82,0.0,"3,95%",1.706,6.65,-54.89,7.07,-45.91,-45.91,"0,00%","0,00%",6.18,"-4,31%","10,96%",171.48,232276000.0,0.0,"0,00%",LIPR3.SA
DPPI3,85.0,16.65,4.99,-1.453,"0,00%",3.753,8.7,190.72,9.75,177.18,177.18,"-0,76%","-5,04%",3.14,"3,00%","29,97%",0.0,545227000.0,0.06,"15,14%",DPPI3.SA
TFCO4,13.89,16.87,4.4,2.412,"1,75%",2.566,5.88,12.07,9.38,12.62,11.51,"19,98%","14,30%",2.72,"25,07%","26,06%",7081260.0,484021000.0,0.3,"31,11%",TFCO4.SA
EMAE4,30.49,16.91,0.91,1.826,"2,75%",0.523,2.4,14.27,-3.88,10.9,9.63,"12,80%","10,80%",3.91,"4,20%","5,41%",118082.0,1231320000.0,0.0,"7,44%",EMAE4.SA
CEPE3,128.0,17.05,4.5,1.167,"0,00%",0.659,17.21,6.95,-1.05,12.64,9.53,"16,78%","6,84%",1.2,"10,40%","26,42%",0.0,2120000000.0,3.98,"0,81%",CEPE3.SA
CBAV3,4.74,17.08,0.72,0.35,"0,00%",0.231,1.7,4.25,-0.66,8.64,4.48,"8,23%","3,30%",1.77,"6,46%","4,22%",20210600.0,4280660000.0,0.94,"-2,03%",CBAV3.SA
TIMP3,13.46,17.13,1.43,1.903,"0,00%",0.818,15.37,9.79,-3.78,9.72,3.77,"19,44%","11,11%",1.34,"9,67%","8,33%",0.0,22847800000.0,0.14,"2,29%",TIMP3.SA
MOTV3,12.34,17.16,1.76,1.149,"2,51%",0.398,5.4,4.43,-0.66,9.96,7.71,"25,93%","7,02%",1.81,"10,21%","10,23%",88694000.0,14199100000.0,2.65,"16,20%",MOTV3.SA
BMTO4,7.57,17.27,2.07,0.0,"0,00%",2.03,0.0,-2625.16,0.0,-2624.05,-1477.48,"0,00%","0,00%",0.0,"0,00%","12,00%",0.0,1046320000.0,0.0,"0,00%",BMTO4.SA
VIVT3,30.31,17.31,1.45,1.744,"5,31%",0.781,-102.93,11.77,-3.03,13.24,4.85,"14,81%","10,09%",0.96,"7,71%","8,39%",203903000.0,68076000000.0,0.3,"7,45%",VIVT3.SA
DXCO3,5.47,17.41,0.65,0.547,"0,98%",0.25,3.43,5.72,-0.74,12.14,4.78,"9,57%","3,27%",1.37,"5,11%","3,75%",15417900.0,6872730000.0,0.95,"3,61%",DXCO3.SA
BFIT4,0.93,17.55,1.96,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","11,15%",0.0,1849420000.0,0.0,"35,67%",BFIT4.SA
SEER3,8.24,17.68,0.85,0.512,"1,87%",0.311,5.39,2.89,-0.88,4.5,2.81,"17,70%","2,90%",1.26,"12,00%","4,79%",6676980.0,1251870000.0,0.72,"13,18%",SEER3.SA
BMTO3,7.82,17.84,2.14,0.0,"0,00%",2.097,0.0,-2711.85,0.0,-2710.74,-1526.3,"0,00%","0,00%",0.0,"0,00%","12,00%",0.0,1046320000.0,0.0,"0,00%",BMTO3.SA
UCOP4,6.5,18.01,1.3,19.05,"0,00%",0.844,5.14,22.7,-8.61,24.17,41.56,"83,92%","110,51%",13.37,"3,91%","7,23%",0.0,972713000.0,0.16,"9,25%",UCOP4.SA
AFLT3,7.57,18.28,1.99,6.304,"5,67%",1.352,9.99,13.02,-18.15,13.22,13.16,"48,41%","34,47%",2.24,"11,24%","10,86%",2205.67,240521000.0,0.13,"4,39%",AFLT3.SA
RDOR3,32.72,18.35,3.0,1.459,"2,27%",0.718,2.18,9.51,-3.12,9.24,7.61,"15,34%","8,11%",2.87,"12,54%","16,33%",182720000.0,25003000000.0,1.51,"37,93%",RDOR3.SA
BFIT3,0.98,18.49,2.06,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","11,15%",0.0,1849420000.0,0.0,"35,67%",BFIT3.SA
TMCP3,56.0,18.58,1.38,1.525,"0,00%",0.937,3.85,24.25,4.74,19.68,19.68,"6,29%","9,75%",2.3,"5,54%","7,44%",0.0,1798930000.0,0.03,"10,49%",TMCP3.SA
SMLE3,92.82,18.88,21.91,6.635,"0,00%",6.477,-124.0,16.5,-42.31,16.32,13.2,"40,22%","35,14%",0.91,"46,17%","116,04%",0.0,524731000.0,0.0,"36,83%",SMLE3.SA
BSLI3,7.68,19.08,1.01,0.0,"49,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,31%",10159.6,3687330000.0,0.0,"10,65%",BSLI3.SA
BRST3,2.64,19.19,0.75,0.779,"1,56%",0.282,-8.51,6.05,-0.63,13.52,4.11,"12,88%","4,06%",0.84,"5,66%","3,92%",613543.0,1537560000.0,1.23,"0,00%",BRST3.SA
AZZA3,35.99,19.23,0.95,0.743,"1,60%",0.484,2.99,10.38,-15.26,13.36,7.73,"7,16%","3,85%",1.55,"5,68%","4,95%",107995000.0,7804360000.0,0.42,"48,17%",AZZA3.SA
TMCP4,58.2,19.31,1.44,1.585,"0,00%",0.973,4.0,25.21,4.92,20.63,20.63,"6,29%","9,75%",2.3,"5,54%","7,44%",0.0,1798930000.0,0.03,"10,49%",TMCP4.SA
BSLI4,7.89,19.6,1.04,0.0,"52,47%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,31%",17053.4,3687330000.0,0.0,"10,65%",BSLI4.SA
ELET5,82.5,19.64,1.57,4.548,"0,00%",0.675,5.89,13.52,-1.85,16.37,12.68,"33,65%","23,15%",2.29,"5,66%","7,98%",196.43,121494000000.0,0.58,"6,12%",ELET5.SA
AUTM3,19.7,20.0,1.9,0.709,"0,00%",0.547,4.08,6.78,-2.42,8.22,8.99,"10,47%","4,31%",1.48,"11,93%","9,50%",0.0,1304250000.0,0.97,"28,21%",AUTM3.SA
FRAS3,23.4,20.01,3.08,1.472,"2,51%",0.974,3.68,9.91,-5.1,12.96,10.07,"14,85%","7,53%",2.19,"12,30%","15,38%",13129500.0,2131360000.0,1.28,"20,69%",FRAS3.SA
AEDU11,37.35,20.13,1.13,1.405,"0,00%",0.732,5.77,13.93,-7.31,16.14,10.82,"10,08%","6,98%",2.04,"5,77%","5,60%",0.0,2415400000.0,0.3,"20,90%",AEDU11.SA
RENT3,35.8,20.15,1.47,1.001,"4,92%",0.479,7.35,6.44,-1.05,12.19,5.96,"15,54%","4,96%",1.43,"8,93%","7,28%",356793000.0,26432600000.0,1.62,"44,66%",RENT3.SA
JPSA3,29.02,20.27,1.93,4.667,"0,29%",0.468,2.34,12.96,-1.68,20.35,12.83,"36,02%","46,31%",5.31,"4,56%","9,51%",7666510.0,1762140000.0,1.94,"1,01%",JPSA3.SA
HYPE3,25.92,20.3,1.4,2.452,"4,51%",0.675,13.41,17.19,-2.45,25.1,19.25,"14,26%","11,96%",1.26,"4,30%","6,89%",83302700.0,11738300000.0,0.79,"11,30%",HYPE3.SA
RADL3,14.04,20.51,3.72,0.606,"2,90%",1.066,7.18,10.46,-7.97,11.63,6.46,"5,79%","2,97%",1.34,"14,31%","18,13%",189693000.0,6485910000.0,0.49,"17,85%",RADL3.SA
PEAB4,39.0,20.56,0.82,7.576,"2,22%",0.57,3.32,-41.15,-5.93,-38.26,-216.34,"-18,41%","36,86%",5.51,"-1,67%","3,99%",3495.67,898730000.0,0.18,"5,87%",PEAB4.SA
BPAC3,22.0,20.71,4.23,0.0,"0,68%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","20,45%",62934.8,59778600000.0,0.0,"31,59%",BPAC3.SA
MERC3,15.28,20.78,1.08,0.0,"0,95%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","5,19%",0.0,581333000.0,0.0,"11,17%",MERC3.SA
CALI4,50.0,20.83,2.07,3.641,"0,00%",0.59,1.35,-68.8,346.34,-80.52,-148.5,"-5,29%","16,55%",4.15,"-0,96%","9,93%",0.0,168992000.0,0.66,"17,32%",CALI4.SA
LAME4,6.55,20.99,1.89,0.476,"0,00%",0.282,1.19,7.32,-4.32,11.24,5.46,"6,51%","2,51%",1.72,"6,53%","9,02%",0.0,6514640000.0,2.54,"9,72%",LAME4.SA
LAME3,6.62,21.22,1.91,0.481,"0,00%",0.285,1.2,7.4,-4.37,11.32,5.49,"6,51%","2,51%",1.72,"6,53%","9,02%",0.0,6514640000.0,2.54,"9,72%",LAME3.SA
PEAB3,40.3,21.24,0.85,7.829,"2,06%",0.589,3.43,-42.52,-6.13,-39.63,-224.09,"-18,41%","36,86%",5.51,"-1,67%","3,99%",13713.7,898730000.0,0.18,"5,87%",PEAB3.SA
MYPK4,31.79,21.68,1.13,0.312,"0,00%",0.319,1.8,4.72,-1.45,8.48,5.63,"6,60%","2,13%",1.61,"9,47%","5,23%",0.0,4306800000.0,1.35,"9,93%",MYPK4.SA
UCAS3,1.39,21.76,0.49,0.413,"13,06%",0.236,3.17,-13.91,-1.18,-22.68,16.57,"-2,97%","1,90%",1.3,"-2,06%","2,26%",45738.8,186424000.0,0.59,"5,11%",UCAS3.SA
ETER4,9.85,21.91,0.77,0.516,"0,00%",0.467,2.79,28.84,49.67,34.13,9.76,"1,79%","2,36%",1.72,"1,78%","3,49%",0.0,795309000.0,0.17,"6,88%",ETER4.SA
CRTP3,86.5,22.26,2.38,2.435,"0,00%",1.57,5.55,19.63,8.19,18.02,18.02,"12,40%","10,94%",2.14,"12,36%","10,68%",0.0,1210570000.0,0.12,"10,11%",CRTP3.SA
BSCT6,2.58,22.49,2.04,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,05%",0.0,212960000.0,0.0,"1,92%",BSCT6.SA
EMBR3,67.66,22.67,2.74,1.34,"0,10%",0.746,5.73,13.09,-4.44,14.12,10.32,"10,24%","5,97%",1.32,"7,29%","12,07%",436405000.0,18314200000.0,0.64,"13,38%",EMBR3.SA
RSIP4,0.44,22.7,1.32,0.875,"0,00%",0.433,-10.98,9.53,-1.46,18.48,33.21,"9,17%","3,85%",0.9,"5,00%","5,80%",0.0,66914000.0,1.4,"15,13%",RSIP4.SA
RSIP3,0.44,22.7,1.32,0.875,"0,00%",0.433,-10.98,9.53,-1.46,18.48,33.21,"9,17%","3,85%",0.9,"5,00%","5,80%",0.0,66914000.0,1.4,"15,13%",RSIP3.SA
TVIT3,19.3,23.46,5.45,1.705,"0,00%",2.424,175.42,16.02,-12.72,17.14,17.14,"10,64%","7,27%",1.04,"17,58%","23,24%",0.0,314984000.0,0.56,"0,00%",TVIT3.SA
TMGC3,1500.0,23.77,3.05,2.182,"0,00%",2.101,12.7,33.47,22.43,32.14,32.14,"6,52%","9,18%",1.69,"8,73%","12,83%",0.0,1167010000.0,0.05,"10,49%",TMGC3.SA
POWE3,10.9,23.92,0.99,0.618,"0,00%",0.378,6.57,17.61,-3.01,10.63,10.01,"3,51%","2,59%",1.13,"3,54%","4,13%",0.0,988330000.0,0.04,"0,00%",POWE3.SA
TSEP4,29.01,23.97,1.3,1.282,"0,00%",0.906,3.8,14.82,4.43,12.29,12.29,"8,65%","5,35%",1.88,"9,10%","5,43%",0.0,2047020000.0,0.0,"4,50%",TSEP4.SA
ELEK3,19.11,24.46,2.66,0.619,"0,34%",1.067,3.75,52.11,-110.34,65.77,26.15,"1,19%","2,53%",1.94,"2,52%","10,87%",0.0,226327000.0,0.99,"5,69%",ELEK3.SA
MAGS3,62.45,24.49,3.13,2.217,"0,00%",2.12,4.9,15.02,6.65,14.19,14.19,"14,76%","8,91%",3.06,"18,74%","12,78%",0.0,848546000.0,0.13,"10,05%",MAGS3.SA
CRUZ3,27.59,25.31,22.46,6.614,"0,00%",7.185,62.03,20.74,124.93,20.75,19.27,"31,89%","26,13%",1.19,"46,80%","88,76%",0.0,1877350000.0,0.63,"3,04%",CRUZ3.SA
ALPA3,7.25,25.33,1.22,1.16,"1,33%",0.776,2.94,16.89,6.21,16.19,8.68,"6,87%","4,57%",2.17,"6,06%","4,83%",74799.1,4051630000.0,0.22,"3,38%",ALPA3.SA
VIVT4,45.34,25.89,2.17,2.608,"0,00%",1.168,-153.97,17.61,-4.53,19.08,6.98,"14,81%","10,09%",0.96,"7,71%","8,39%",0.0,68076000000.0,0.3,"7,45%",VIVT4.SA
TNLP4,20.36,25.96,0.71,0.344,"0,00%",0.125,1.29,3.4,-0.33,9.07,9.07,"10,12%","-0,07%",1.48,"4,58%","2,72%",0.0,13736000000.0,2.02,"15,39%",TNLP4.SA
HGTX4,9.6,26.11,0.92,1.07,"0,00%",0.635,1.92,27.1,2.54,28.0,11.15,"3,95%","4,10%",2.47,"3,00%","3,51%",0.0,1704940000.0,0.12,"-4,62%",HGTX4.SA
AMBV4,86.8,26.59,8.74,8.027,"0,00%",5.253,144.02,20.54,-37.72,20.36,18.35,"39,08%","30,76%",1.18,"32,43%","32,88%",0.0,31105700000.0,0.1,"21,73%",AMBV4.SA
AMBV3,87.0,26.65,8.76,8.045,"0,00%",5.266,144.35,20.59,-37.8,20.41,18.39,"39,08%","30,76%",1.18,"32,43%","32,88%",0.0,31105700000.0,0.1,"21,73%",AMBV3.SA
ODER4,100.0,27.32,2.05,1.533,"0,88%",0.992,2.0,17.07,5.11,21.24,17.08,"8,98%","5,61%",3.33,"7,01%","7,50%",0.0,550684000.0,0.78,"4,92%",ODER4.SA
RPSA4,4.9,27.33,1.55,5.697,"0,00%",0.805,5.09,107.53,-4.5,137.55,137.55,"5,30%","20,85%",2.09,"0,85%","5,69%",0.0,1167980000.0,0.61,"-14,23%",RPSA4.SA
SMFT3,21.22,27.33,2.29,2.113,"2,67%",0.694,8.76,9.15,-1.48,11.31,5.44,"23,09%","7,79%",1.53,"9,34%","8,39%",95137900.0,5527220000.0,1.08,"54,82%",SMFT3.SA
WEGE3,41.32,27.7,8.15,4.332,"1,97%",4.41,16.67,19.6,21.61,19.33,17.59,"22,11%","16,43%",1.71,"29,21%","29,42%",327267000.0,21281600000.0,0.15,"19,35%",WEGE3.SA
SEBB11,23.27,28.01,6.44,2.214,"0,00%",5.279,24.65,23.96,28.94,23.73,23.73,"9,24%","7,40%",2.44,"24,15%","23,01%",0.0,145783000.0,0.01,"50,04%",SEBB11.SA
PNVL4,18.62,28.74,2.25,0.563,"0,00%",0.882,3.3,17.02,-19.87,23.2,10.05,"3,31%","1,96%",1.9,"6,55%","7,82%",0.0,1245830000.0,0.98,"15,22%",PNVL4.SA
ALPA4,8.43,29.45,1.42,1.349,"1,26%",0.902,3.42,19.64,7.22,18.94,10.16,"6,87%","4,57%",2.17,"6,06%","4,83%",15032400.0,4051630000.0,0.22,"3,38%",ALPA4.SA
BSCT5,3.5,30.51,2.76,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","9,05%",0.0,212960000.0,0.0,"1,92%",BSCT5.SA
TOTS3,41.66,31.79,5.2,4.592,"1,81%",2.875,14.16,12.46,-38.28,12.31,10.53,"36,84%","14,83%",2.52,"30,78%","16,37%",134218000.0,4799780000.0,0.34,"18,23%",TOTS3.SA
ELCA4,20.2,32.11,10.25,2.359,"0,00%",1.417,19.38,12.36,-2.68,16.17,12.8,"19,08%","10,06%",1.38,"13,45%","31,93%",0.0,4157530000.0,3.88,"9,06%",ELCA4.SA
MOSI3,8.24,32.29,1.56,4.761,"0,00%",1.453,1.89,89.69,1.9,42.98,24.91,"5,31%","14,75%",13.3,"8,12%","4,82%",0.0,670337000.0,0.0,"0,00%",MOSI3.SA
GEPA3,33.34,32.41,1.86,9.012,"21,04%",0.895,-8.45,19.05,-2.67,20.2,14.35,"47,30%","27,81%",0.63,"6,29%","5,74%",2471.93,1691660000.0,0.37,"-25,56%",GEPA3.SA
BRGE6,12.92,32.46,0.72,267.653,"4,36%",0.318,0.83,-1.36,1.62,0.92,0.94,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE6.SA
CREM3,14.5,32.69,2.45,0.685,"0,00%",0.67,4.89,8.52,-5.41,12.04,7.07,"8,05%","2,10%",1.29,"11,36%","7,50%",0.0,189701000.0,1.58,"-0,27%",CREM3.SA
BRGE7,13.07,32.83,0.73,270.76,"2,51%",0.322,0.84,-1.38,1.63,0.9,0.92,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE7.SA
PRGA4,75.0,32.92,7.86,1.987,"0,00%",2.006,12.76,16.96,-8.98,17.9,12.15,"11,71%","6,74%",1.46,"21,33%","23,89%",0.0,16044400000.0,1.24,"9,94%",PRGA4.SA
TSEP3,40.0,33.05,1.79,1.768,"0,00%",1.25,5.24,20.44,6.11,17.91,17.91,"8,65%","5,35%",1.88,"9,10%","5,43%",0.0,2047020000.0,0.0,"4,50%",TSEP3.SA
BRGE8,13.17,33.08,0.73,272.832,"1,78%",0.324,0.85,-1.39,1.65,0.89,0.91,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE8.SA
BRGE11,13.18,33.11,0.73,273.039,"2,14%",0.325,0.85,-1.39,1.65,0.89,0.91,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE11.SA
BRGE5,13.18,33.11,0.73,273.039,"0,00%",0.325,0.85,-1.39,1.65,0.89,0.91,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE5.SA
ELEK4,26.0,33.27,3.62,0.842,"0,25%",1.452,5.1,70.89,-150.12,84.56,33.61,"1,19%","2,53%",1.94,"2,52%","10,87%",0.0,226327000.0,0.99,"5,69%",ELEK4.SA
BRGE12,13.47,33.84,0.75,279.047,"0,00%",0.332,0.87,-1.42,1.68,0.86,0.88,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE12.SA
BRGE3,13.5,33.91,0.75,279.668,"0,00%",0.333,0.87,-1.42,1.69,0.86,0.87,"-19.636,90%","1.381,29%",3.06,"-50,03%","2,21%",0.0,1324180000.0,0.0,"-45,61%",BRGE3.SA
GEPA4,35.8,34.8,2.0,9.677,"19,59%",0.961,-9.07,20.46,-2.86,21.61,15.35,"47,30%","27,81%",0.63,"6,29%","5,74%",17005.5,1691660000.0,0.37,"-25,56%",GEPA4.SA
CTIP3,49.5,35.13,8.76,8.248,"0,00%",3.774,-71.28,21.15,-14.32,21.42,18.26,"38,99%","23,48%",0.85,"24,63%","24,94%",0.0,1486250000.0,0.67,"13,43%",CTIP3.SA
TNLP3,27.75,35.39,0.96,0.468,"0,00%",0.17,1.76,4.63,-0.45,10.31,10.31,"10,12%","-0,07%",1.48,"4,58%","2,72%",0.0,13736000000.0,2.02,"15,39%",TNLP3.SA
CASN3,10.45,36.21,5.03,5.832,"0,46%",2.189,-1749.26,18.88,-5.5,22.07,16.51,"30,89%","16,11%",0.99,"12,52%","13,89%",0.0,2390080000.0,0.98,"16,03%",CASN3.SA
VIGR3,25.0,36.57,2.55,0.763,"0,00%",0.899,11.45,12.39,-5.02,15.2,22.95,"6,16%","2,28%",1.26,"9,06%","6,98%",0.0,1593560000.0,0.84,"54,72%",VIGR3.SA
PARD3,20.25,36.76,5.3,2.565,"5,22%",2.095,-54.06,17.52,-8.62,18.12,11.99,"14,64%","7,00%",0.9,"15,26%","14,42%",0.0,1019310000.0,0.53,"15,97%",PARD3.SA
LOGN3,25.16,37.59,2.67,0.944,"0,00%",0.685,25.57,10.12,-1.42,15.16,7.3,"9,32%","2,51%",1.11,"7,65%","7,10%",391164.0,1011710000.0,1.66,"25,81%",LOGN3.SA
CRIV4,6.74,37.77,0.66,0.0,"3,60%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","1,74%",0.0,1058750000.0,0.0,"-0,10%",CRIV4.SA
USIM5,4.25,37.9,0.22,0.201,"0,00%",0.131,0.38,5.68,1.16,7.01,3.03,"3,54%","1,15%",4.26,"2,98%","0,58%",66802300.0,24175800000.0,0.32,"3,76%",USIM5.SA
USIM3,4.3,38.34,0.22,0.203,"0,00%",0.132,0.38,5.74,1.17,7.08,3.06,"3,54%","1,15%",4.26,"2,98%","0,58%",2083230.0,24175800000.0,0.32,"3,76%",USIM3.SA
ALSC3,27.75,38.57,2.2,10.717,"0,95%",1.202,9.41,19.33,-4.22,17.49,14.08,"55,45%","29,30%",5.39,"7,03%","5,69%",0.0,2593960000.0,0.0,"2,34%",ALSC3.SA
CRIV3,6.98,39.11,0.68,0.0,"0,00%",0.0,0.0,0.0,0.0,0.0,0.0,"0,00%","0,00%",0.0,"0,00%","1,74%",0.0,1058750000.0,0.0,"-0,10%",CRIV3.SA
ELCA3,24.7,39.27,12.54,2.885,"0,00%",1.732,23.69,15.12,-3.28,18.92,14.98,"19,08%","10,06%",1.38,"13,45%","31,93%",0.0,4157530000.0,3.88,"9,06%",ELCA3.SA
ELMD3,31.0,39.74,4.53,3.555,"0,63%",1.394,10.24,13.53,-4.49,15.97,11.64,"26,26%","11,44%",1.76,"13,80%","11,40%",354021.0,983781000.0,1.45,"52,68%",ELMD3.SA
RHDS3,0.11,39.98,3.24,0.548,"0,00%",0.79,-65.29,7.49,-2.7,10.7,8.06,"7,31%","1,17%",0.97,"11,80%","8,12%",0.0,272045000.0,1.49,"4,38%",RHDS3.SA
RAIA3,30.5,41.22,2.98,0.897,"0,00%",1.777,4.31,18.18,5.06,16.73,16.73,"4,93%","2,18%",2.2,"17,80%","7,22%",0.0,635785000.0,0.12,"0,00%",RAIA3.SA
IMCH3,6.39,41.83,0.59,0.336,"0,00%",0.289,-9.49,12.28,-0.78,21.16,6.62,"2,73%","0,80%",0.82,"2,55%","1,40%",0.0,920589000.0,0.51,"21,04%",IMCH3.SA
REAG3,3.98,42.17,1.91,9.218,"0,00%",1.793,1.96,-29.52,1.96,-14.1,-19.29,"-31,23%","21,86%",16.47,"-155,93%","4,53%",49980.1,293687000.0,0.0,"1,74%",REAG3.SA
PTQS4,189.46,43.43,2.19,4.717,"0,00%",1.577,9.89,-7214.41,-35.73,-7466.35,-7466.35,"-0,07%","11,37%",3.32,"-0,02%","5,04%",0.0,1714950000.0,0.24,"56,13%",PTQS4.SA
UOLL4,19.62,43.52,2.35,2.054,"0,00%",1.403,457.14,15.14,-12.83,16.49,16.49,"13,56%","4,69%",1.01,"10,57%","5,40%",0.0,1003690000.0,0.23,"21,99%",UOLL4.SA
EVEN3,6.94,44.66,0.74,0.752,"5,76%",0.27,0.43,4.76,1.14,5.6,5.53,"15,82%","5,65%",4.38,"6,93%","1,65%",4195890.0,1885180000.0,0.59,"2,75%",EVEN3.SA
ESPA3,1.09,45.27,0.45,0.38,"0,15%",0.172,1.14,2.65,-1.07,6.94,4.36,"14,38%","0,79%",1.48,"7,23%","1,00%",388127.0,867856000.0,0.98,"17,06%",ESPA3.SA
CEGR3,96.72,46.03,15.0,4.974,"0,57%",5.242,-152.55,26.01,-14.04,26.66,22.97,"19,12%","10,81%",0.89,"26,09%","32,59%",0.0,1674010000.0,0.72,"11,54%",CEGR3.SA
PLTO6,10.47,50.81,692616.0,0.69,"0,00%",0.901,2.9,55.05,-1.55,56.35,56.35,"1,25%","1,36%",3.87,"1,74%","1.363.200,00%",0.0,1000.0,21227.0,"8,78%",PLTO6.SA
SULA11,22.25,52.23,1.13,0.432,"0,27%",0.314,0.85,-13.07,-4.6,6.62,8.51,"-3,30%","0,83%",2.29,"-5,62%","2,17%",0.0,8363840000.0,0.37,"1,66%",SULA11.SA
SULA3,7.43,52.32,1.13,0.433,"0,27%",0.314,0.85,-13.09,-4.61,6.59,8.48,"-3,30%","0,83%",2.29,"-5,62%","2,17%",0.0,8363840000.0,0.37,"1,66%",SULA3.SA
PLTO5,10.94,53.09,723708.0,0.721,"0,00%",0.942,3.03,57.52,-1.62,58.82,58.82,"1,25%","1,36%",3.87,"1,74%","1.363.200,00%",0.0,1000.0,21227.0,"8,78%",PLTO5.SA
FFTL3,25.0,53.22,2.26,3.41,"0,00%",1.508,23.71,20.9,-15.54,20.55,20.55,"16,32%","8,16%",1.37,"8,91%","4,24%",0.0,6274030000.0,0.07,"7,79%",FFTL3.SA
FFTL4,25.06,53.34,2.26,3.418,"0,00%",1.512,23.77,20.95,-15.58,20.6,20.6,"16,32%","8,16%",1.37,"8,91%","4,24%",0.0,6274030000.0,0.07,"7,79%",FFTL4.SA
SULA4,7.63,53.73,1.17,0.444,"0,26%",0.323,0.88,-13.45,-4.73,6.24,8.02,"-3,30%","0,83%",2.29,"-5,62%","2,17%",0.0,8363840000.0,0.37,"1,66%",SULA4.SA
FLCL6,9.91,54.47,11.27,3.173,"0,00%",2.1,29.25,28.92,-4.38,34.82,34.82,"10,97%","5,83%",1.27,"9,09%","20,69%",0.0,396319000.0,3.06,"-2,72%",FLCL6.SA
ENEV3,13.8,54.73,1.39,1.932,"0,00%",0.489,7.14,8.72,-1.15,13.44,8.3,"22,15%","6,89%",1.53,"6,33%","2,55%",133638000.0,19137700000.0,1.0,"42,75%",ENEV3.SA
GPAR3,22.9,55.5,2.31,56.458,"0,00%",2.115,6.26,-100.73,7.97,-87.92,-97.9,"-56,05%","101,83%",29.82,"-2,93%","4,16%",54.52,789920000.0,0.02,"-54,99%",GPAR3.SA
